incident_zip,created_date,latitude,longitude
11203,2019-06-30T16:28:00.000,40.65941517743085,-73.9389835134306
11226,2019-06-30T22:01:45.000,40.640431876925234,-73.95622792968322
10040,2019-06-30T23:19:40.000,40.85540931212554,-73.93433933605257
11416,2019-07-01T00:15:02.000,40.68427651766366,-73.85737675865205
11203,2019-06-30T22:55:29.000,40.65941517743085,-73.9389835134306
10451,2019-06-29T23:42:20.000,40.82147169768157,-73.91451196088087
11210,2019-07-11T20:11:35.000,40.6365849933263,-73.95260220655958
10040,2020-06-02T23:29:08.000,40.86150692093713,-73.92787293319823
11226,2020-06-02T21:06:53.000,40.64556921755869,-73.96138478623531
10461,2020-06-03T00:27:04.000,40.846528775642106,-73.82872811419641
11102,2020-06-02T21:13:21.000,40.77156060711146,-73.92090132783652
10040,2020-06-02T21:46:43.000,40.8565498590206,-73.92766141242467
11102,2020-06-02T21:10:17.000,40.77156060711146,-73.92090132783652
11103,2019-07-09T16:49:39.000,40.76519603662928,-73.91391995774092
11218,2020-06-02T22:27:40.000,40.64268510648371,-73.99121141913223
11233,2019-07-09T23:05:18.000,40.67289425318282,-73.92423759848664
10025,2019-07-09T14:50:10.000,40.7932934122895,-73.9762362908219
11225,2019-07-09T23:57:05.000,40.65857329661314,-73.95221174551106
11206,2020-06-03T22:33:20.000,40.70323541701502,-73.94426318191873
10001,2020-06-03T15:59:21.000,40.74776886981272,-74.00039699417712
11357,2019-07-05T17:12:53.000,40.78764736130805,-73.80203747805143
10031,2019-07-09T21:44:21.000,40.821646626438095,-73.95087342885292
10463,2020-06-04T22:02:28.000,40.88219761192211,-73.91001832917962
10463,2020-06-04T22:03:15.000,40.8826126715651,-73.91080613384722
11228,2020-06-04T22:28:54.000,40.61354052835576,-74.01303844722497
10460,2020-06-04T20:52:32.000,40.833268515825196,-73.88598488251932
10461,2020-06-04T10:43:12.000,40.84940347962201,-73.85335031270296
11213,2020-06-04T21:13:13.000,40.674668461371915,-73.94003305798375
10019,2020-06-04T20:58:38.000,NA,NA
10463,2020-06-04T21:43:00.000,40.8782120772511,-73.9029433589339
11377,2020-06-04T22:45:03.000,40.74867276057482,-73.9069829847689
11212,2020-06-04T22:14:53.000,40.66108817907452,-73.90809991521441
11226,2020-06-04T22:06:23.000,40.648539198578376,-73.96175784905559
11209,2020-06-04T21:37:46.000,40.635290036686996,-74.02915511138063
11411,2019-07-09T21:17:36.000,40.68888445466049,-73.73831941192124
10463,2020-06-04T22:20:39.000,40.88221314061463,-73.90882130025778
11419,2020-06-04T19:19:56.000,40.682376773054315,-73.82892257300674
11212,2020-06-04T21:03:16.000,40.65862360672847,-73.90501810056375
10466,2020-06-05T22:11:45.000,40.8825750037523,-73.83633087259122
10469,2020-06-05T22:19:07.000,40.86540510059538,-73.84908859078898
10040,2020-06-05T23:14:58.000,40.86150692093713,-73.92787293319823
11212,2020-06-05T23:03:28.000,40.658656567877024,-73.9050468873852
10032,2020-06-05T13:17:49.000,40.83506483679626,-73.9433613259977
11235,2020-06-05T21:25:32.000,40.58199650595024,-73.95979790717439
11206,2020-06-05T23:13:16.000,40.70294413455831,-73.94357095594464
